# Pathway	CD11_S3_L008_paired_merged.assembled_Abundance	CD13_S9_L008_paired_merged.assembled_Abundance	CD15_S1_L008_paired_merged.assembled_Abundance	CD18_S19_L008_paired_merged.assembled_Abundance	CD21_S24_L008_paired_merged.assembled_Abundance	CD27_S29_L008_paired_merged.assembled_Abundance	CD34_S34_L008_paired_merged.assembled_Abundance	CD38_S39_L008_paired_merged.assembled_Abundance	CD44_S4_L008_paired_merged.assembled_Abundance	CD49_S10_L008_paired_merged.assembled_Abundance	CD4_S33_L008_paired_merged.assembled_Abundance	CD6_S38_L008_paired_merged.assembled_Abundance	PE04_S35_L008_paired_merged.assembled_Abundance	PE23_S40_L008_paired_merged.assembled_Abundance	PE25_S5_L008_paired_merged.assembled_Abundance	PE32_S11_L008_paired_merged.assembled_Abundance	PE36_S16_L008_paired_merged.assembled_Abundance	PE37_S21_L008_paired_merged.assembled_Abundance	PE48_S26_L008_paired_merged.assembled_Abundance	PE49_S31_L008_paired_merged.assembled_Abundance	PE52_S36_L008_paired_merged.assembled_Abundance	PE54_S41_L008_paired_merged.assembled_Abundance	PE57_S6_L008_paired_merged.assembled_Abundance	PE60_S12_L008_paired_merged.assembled_Abundance	R01_S17_L008_paired_merged.assembled_Abundance	R02_S22_L008_paired_merged.assembled_Abundance	R03_S27_L008_paired_merged.assembled_Abundance	R04_S32_L008_paired_merged.assembled_Abundance	R05_S37_L008_paired_merged.assembled_Abundance	R06_S42_L008_paired_merged.assembled_Abundance	R07_S7_L008_paired_merged.assembled_Abundance	R08_S13_L008_paired_merged.assembled_Abundance
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)	0.000166937	0.000206257	0.000135143	0.000209126	0.000230084	0.000201875	0.000275066	0.000241392	0.000222885	0.000186244	0.000190972	0.000189662	0.000169229	0.000230765	0.000184874	0.000215338	0.00017473	0.000185195	0.000141066	0.000204996	0.000173757	0.000174236	0.000198617	0.000216873	0.000211122	0.000255174	0.000238572	0.000190438	0.000166188	0.000224811	0.000182934	0.000240332
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Alistipes.s__Alistipes_indistinctus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.08239e-06	3.00865e-06	6.09465e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.79397e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Butyricimonas.s__Butyricimonas_synergistica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.94953e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Eggerthella.s__Eggerthella_lenta	0	6.56878e-06	0	7.14963e-06	1.27547e-05	0	8.55947e-06	7.79376e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Parabacteroides.s__Parabacteroides_distasonis	0	0	0	0	0	0	0	0	0	0	0	0	1.31289e-05	0	2.28485e-05	4.74261e-06	7.35115e-06	3.24558e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Vibrio.s__Vibrio_alginolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	1.30718e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|unclassified	0.000161859	0.000197051	0.00012875	0.000196475	0.000211291	0.000186615	0.000264445	0.000229689	0.000209239	0.000183391	0.000169928	0.000181341	0.00014356	0.000198471	0.000145136	0.000175632	0.000128388	0.000170538	0.000130187	0.000197802	0.0001665	0.000171872	0.000190762	0.000212863	0.00021008	0.00023613	0.000237063	0.000190092	0.000155759	0.000220862	0.000166586	0.000240332
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	0.000162888	0.000188649	0.000131628	0.000190693	0.000208496	0.000214673	0.000289348	0.000245541	0.000201578	0.000186268	0.00019011	0.000186865	0.00015183	0.000223741	0.000174083	0.000204769	0.000157802	0.000185109	0.000137746	0.000202946	0.000164937	0.000158784	0.000195178	0.000232671	0.000216928	0.000235823	0.000229336	0.000190882	0.0001301	0.000220151	0.000187879	0.000251754
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Alistipes.s__Alistipes_indistinctus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.93148e-06	0	6.11405e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.3557e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Butyricimonas.s__Butyricimonas_synergistica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.78983e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Eggerthella.s__Eggerthella_lenta	0	5.50903e-06	0	6.42661e-06	1.20906e-05	0	1.08749e-05	7.81546e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Parabacteroides.s__Parabacteroides_distasonis	0	0	0	0	0	0	0	0	0	0	0	0	9.42556e-06	0	2.27914e-05	0	6.92379e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|unclassified	0.00015867	0.000179407	0.000124892	0.000176533	0.000192603	0.000196988	0.000276155	0.00023039	0.000185567	0.000181963	0.000172342	0.000181181	0.000133287	0.000198506	0.000137681	0.000170012	0.000123264	0.000173609	0.000116982	0.000195807	0.000160932	0.000157344	0.000191414	0.000229138	0.000216484	0.000219788	0.000228908	0.000190302	0.000127495	0.000217423	0.000174618	0.000251754
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	0.000165992	0.000197683	0.000130049	0.000202089	0.000222189	0.000213014	0.000296045	0.000243071	0.00021654	0.000186225	0.000185549	0.000181623	0.000164672	0.000219449	0.000179385	0.000208212	0.000170985	0.000182061	0.000134494	0.000205528	0.000164239	0.00016925	0.000191491	0.000226906	0.000223382	0.000247913	0.000241868	0.000193573	0.000157676	0.000226552	0.000190981	0.000248574
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Akkermansia.s__Akkermansia_muciniphila	0	0	0	0	0	0	0	0	0	0	7.1847e-06	0	0	0	0	2.70754e-06	1.53306e-05	0	0	0	0	0	0	0	0	6.27789e-06	0	0	0	0	1.19061e-05	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Alistipes.s__Alistipes_indistinctus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.30433e-06	2.82251e-06	5.88927e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.50685e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Butyricimonas.s__Butyricimonas_synergistica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.07909e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Eggerthella.s__Eggerthella_lenta	0	6.22744e-06	0	6.63383e-06	1.25897e-05	8.60583e-06	1.01086e-05	8.2197e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Parabacteroides.s__Parabacteroides_distasonis	0	0	0	0	0	0	0	0	0	0	0	0	1.34686e-05	0	2.22407e-05	4.84537e-06	7.53703e-06	3.0663e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Vibrio.s__Vibrio_alginolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	1.13028e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|unclassified	0.000164023	0.000188894	0.000123639	0.000190554	0.000204165	0.000194626	0.000285493	0.000231499	0.00020427	0.000183782	0.000167623	0.000174486	0.000137912	0.00019491	0.000140688	0.000168045	0.000125754	0.000168222	0.000123183	0.00019781	0.000159214	0.000166928	0.000184304	0.000223104	0.000222378	0.000228705	0.000239933	0.000193126	0.000148615	0.000223442	0.00017118	0.000248574
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation	7.40184e-05	7.50889e-05	5.69199e-05	0.000107931	6.94059e-05	7.51303e-05	5.35679e-05	9.87817e-05	7.23204e-05	5.36751e-05	5.92153e-05	0.000127495	5.21903e-05	6.26503e-05	6.20453e-05	7.87714e-05	3.49691e-05	5.63581e-05	9.87837e-05	0.000111537	0.000111606	7.75133e-05	6.6846e-05	9.33175e-05	6.01381e-05	6.59333e-05	9.82982e-05	0.00010039	5.74794e-05	8.35335e-05	5.98622e-05	9.26884e-05
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation|unclassified	7.40184e-05	7.22191e-05	5.69199e-05	0.000104068	6.87419e-05	7.51303e-05	5.35679e-05	9.87817e-05	7.23204e-05	5.36751e-05	5.67915e-05	0.000127495	4.31321e-05	5.73147e-05	4.99672e-05	6.98306e-05	3.20357e-05	4.98669e-05	9.87837e-05	0.000111537	0.000108019	7.69408e-05	6.6846e-05	9.33175e-05	6.01381e-05	5.5984e-05	9.39636e-05	0.00010039	5.13775e-05	8.03694e-05	5.98622e-05	9.26884e-05
PWY-6519: 8-amino-7-oxononanoate biosynthesis I	0	0	0	0	0	0	0	0	0	0	1.1424e-05	0	0	5.25075e-05	0	0	0	7.90076e-06	0	0	1.16879e-05	0	1.57669e-05	8.60079e-06	0	0	0	0	0	0	0	0
PWY-6519: 8-amino-7-oxononanoate biosynthesis I|g__Vibrio.s__Vibrio_alginolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8086e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6519: 8-amino-7-oxononanoate biosynthesis I|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.37275e-06	0	0	5.49777e-06	0	0	5.34869e-06	0	0	0	0	0	0	0	0
PWY-6527: stachyose degradation	0.000166685	0.000204533	9.79756e-05	0.000216383	0.000243154	0.000202232	0.000226309	0.000227116	0.000231938	0.000198295	0.000187544	0.000165228	0.000112986	0.000203635	0.00013708	0.000171908	9.6552e-05	0.000151032	0.000144151	0.000205588	0.000173212	0.000164298	0.000203521	0.000188315	0.000213022	0.000183647	0.000266981	0.000190031	0.000201205	0.000198409	0.0001665	0.000264628
PWY-6527: stachyose degradation|g__Vibrio.s__Vibrio_alginolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04926e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6527: stachyose degradation|unclassified	0.000166685	0.000203006	9.77343e-05	0.000212293	0.000237998	0.000202045	0.00022606	0.000226921	0.000228835	0.000198073	0.000173944	0.000164926	9.68937e-05	0.000171897	0.000113349	0.000145083	8.75814e-05	0.000145066	0.000143011	0.000205588	0.000168384	0.000161748	0.000200564	0.000186668	0.000213022	0.000169615	0.000261528	0.000190031	0.000172677	0.000192175	0.000155721	0.000264628
PWY-6531: mannitol cycle	0	0	0	0	0	0	0	0	0	0	5.23106e-06	5.05089e-06	2.17491e-06	0	2.01895e-06	9.45319e-06	4.92676e-06	3.80563e-06	0	0	3.67812e-06	0	0	0	0	4.37211e-06	0	3.73006e-06	8.03833e-06	9.72828e-06	0	0
PWY-6531: mannitol cycle|g__Salmonella.s__Salmonella_enterica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.14089e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6531: mannitol cycle|unclassified	0	0	0	0	0	0	0	0	0	0	4.18172e-06	4.48159e-06	2.10272e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.73006e-06	0	0	0	0
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III	0	0	0	0	1.87098e-05	0	0	0	0	0	1.62929e-05	0	4.36518e-05	0	0	0	0	0	0	5.13005e-06	0	0	1.00708e-05	2.58656e-05	0	0	0	0	0	0	0	0
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III|unclassified	0	0	0	0	1.80165e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.12995e-06	0	0	1.00679e-05	0	0	0	0	0	0	0	0	0
PWY-6549: L-glutamine biosynthesis III	8.38435e-06	1.86215e-05	9.61529e-06	0	1.39577e-05	3.06682e-05	2.57824e-05	1.28892e-05	0	9.04932e-06	1.50358e-05	3.4996e-05	8.07576e-06	8.89889e-06	2.10173e-05	1.12979e-05	1.28075e-05	2.93938e-05	1.52823e-05	1.19023e-05	3.7881e-06	2.09595e-05	6.93525e-06	1.56654e-05	3.03509e-05	1.28654e-05	0	5.50906e-06	0	0	1.7125e-05	0
PWY-6549: L-glutamine biosynthesis III|unclassified	8.35646e-06	1.86018e-05	9.58987e-06	0	1.39468e-05	3.04505e-05	2.57179e-05	1.28762e-05	0	9.04477e-06	9.69487e-06	3.46018e-05	8.02298e-06	0	2.05216e-05	1.12476e-05	9.49025e-06	2.88542e-05	1.52812e-05	0	3.78462e-06	2.09595e-05	6.93357e-06	1.56443e-05	1.77896e-05	1.28299e-05	0	5.50906e-06	0	0	0	0
PWY-6554: 1D-myo-inositol hexakisphosphate biosynthesis V (from Ins(1,3,4)P3)	1.4613e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.74238e-06	0
PWY-6554: 1D-myo-inositol hexakisphosphate biosynthesis V (from Ins(1,3,4)P3)|unclassified	1.4613e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.74238e-06	0
PWY-6562: norspermidine biosynthesis	3.19416e-05	0	0	0	0	0	0	0	9.10053e-06	0	1.65763e-05	2.00571e-05	0	2.93596e-05	6.12517e-06	6.84985e-06	4.65141e-06	0	0	0	0	0	1.9939e-05	0	9.53448e-06	0	0	0	0	0	9.18062e-06	0
PWY-6562: norspermidine biosynthesis|g__Vibrio.s__Vibrio_alginolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5222e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6562: norspermidine biosynthesis|unclassified	1.45879e-05	0	0	0	0	0	0	0	9.09945e-06	0	1.65577e-05	1.81101e-05	0	0	6.11959e-06	6.84606e-06	4.38742e-06	0	0	0	0	0	1.21045e-05	0	9.53211e-06	0	0	0	0	0	9.17693e-06	0
PWY-6565: superpathway of polyamine biosynthesis III	3.35264e-05	0	0	0	0	0	0	0	9.44938e-06	0	1.73795e-05	2.12621e-05	0	3.48474e-05	6.22001e-06	6.94817e-06	4.70157e-06	0	0	0	0	0	2.16035e-05	0	9.81461e-06	0	0	0	0	0	1.01739e-05	0
PWY-6565: superpathway of polyamine biosynthesis III|g__Vibrio.s__Vibrio_alginolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	6.74971e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6565: superpathway of polyamine biosynthesis III|unclassified	1.49098e-05	0	0	0	0	0	0	0	9.44705e-06	0	1.73387e-05	1.90768e-05	0	0	6.2085e-06	6.94038e-06	4.42871e-06	0	0	0	0	0	1.26948e-05	0	9.80958e-06	0	0	0	0	0	1.01649e-05	0
PWY-6588: pyruvate fermentation to acetone	1.29974e-05	0	0	0	0	8.14869e-06	0	0	0	0	0	8.70044e-06	4.63526e-06	0	0	0	0	0	0	0	5.63817e-06	0	0	0	0	6.74466e-06	0	0	9.99424e-06	0	0	0
PWY-6588: pyruvate fermentation to acetone|unclassified	1.29974e-05	0	0	0	0	8.13075e-06	0	0	0	0	0	8.61049e-06	4.63526e-06	0	0	0	0	0	0	0	5.62575e-06	0	0	0	0	6.73678e-06	0	0	9.99424e-06	0	0	0
PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation	4.39348e-05	0	1.09864e-05	0	0	0	0	0	3.43672e-05	1.37524e-05	3.30024e-05	7.65482e-06	5.75639e-05	6.29461e-05	2.83008e-05	1.01303e-05	2.10914e-05	6.17095e-06	1.97968e-05	4.57357e-05	0	1.18532e-05	0	6.73355e-06	0	0	0	0	1.918e-05	0	0	0
PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation|unclassified	0	0	1.07919e-05	0	0	0	0	0	2.31239e-05	2.693e-06	9.15918e-06	7.61951e-06	1.62976e-05	0	8.40876e-06	1.00131e-05	9.57257e-06	6.16575e-06	1.9632e-05	0	0	1.18503e-05	0	6.71433e-06	0	0	0	0	1.91654e-05	0	0	0
PWY-6595: superpathway of guanosine nucleotides degradation (plants)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.27352e-06	8.06157e-06	3.44119e-06	0	0	0	0	0	0	0	0	0	0	0	1.72677e-06	0	0	0
PWY-6606: guanosine nucleotides degradation II	0	0	0	5.24992e-06	0	0	0	0	7.94744e-06	0	3.30845e-05	1.13982e-05	0	0	9.93809e-06	1.50729e-05	6.38648e-06	0	3.99677e-06	7.57341e-06	2.34011e-06	0	0	8.63023e-06	1.39816e-05	1.39449e-05	0	0	9.64427e-06	0	0	6.71801e-06
PWY-6606: guanosine nucleotides degradation II|unclassified	0	0	0	0	0	0	0	0	0	0	0	4.3399e-06	0	0	0	7.58184e-06	2.1867e-06	0	3.99677e-06	0	2.33849e-06	0	0	8.58821e-06	3.60114e-06	0	0	0	1.28322e-06	0	0	6.71801e-06
PWY-6607: guanosine nucleotides degradation I	0	0	0	5.24992e-06	0	0	0	0	0	0	0	0	0	0	3.57554e-06	1.50729e-05	3.94617e-06	0	0	0	0	0	0	0	0	1.39449e-05	0	0	9.64427e-06	0	0	0
PWY-6608: guanosine nucleotides degradation III	7.58375e-05	4.13355e-05	4.57741e-05	4.40156e-05	4.74458e-05	8.28485e-05	5.05848e-05	3.81318e-05	6.71713e-05	5.2695e-05	6.9562e-05	6.92847e-05	4.12582e-05	3.5548e-05	4.61837e-05	4.65515e-05	2.26506e-05	4.71356e-05	6.70967e-05	5.73094e-05	4.87068e-05	6.22535e-05	6.22135e-05	5.48367e-05	5.44457e-05	0.000101289	3.69563e-05	4.72392e-05	5.80153e-05	3.22221e-05	3.20682e-05	5.47369e-05
PWY-6608: guanosine nucleotides degradation III|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	5.92775e-06	0	0	4.31948e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6608: guanosine nucleotides degradation III|unclassified	6.41027e-05	4.09416e-05	4.48967e-05	4.25165e-05	4.688e-05	8.27884e-05	5.05848e-05	3.81169e-05	6.51117e-05	5.26754e-05	6.89211e-05	6.48345e-05	3.98561e-05	3.29883e-05	4.30613e-05	4.53356e-05	2.23543e-05	4.61554e-05	6.70265e-05	5.67848e-05	4.79753e-05	6.22294e-05	6.20109e-05	5.31549e-05	5.44457e-05	0.000100292	3.69563e-05	4.72392e-05	4.36781e-05	3.22183e-05	3.20615e-05	5.47369e-05
PWY-6609: adenine and adenosine salvage III	0.000461327	0.000533575	0.000291692	0.000536661	0.000599634	0.000534132	0.000635724	0.000633137	0.00066683	0.000533246	0.00039962	0.000459372	0.000296054	0.000548681	0.000363261	0.000412548	0.000303408	0.000329296	0.000436935	0.000652682	0.000489432	0.000397551	0.000548499	0.000540467	0.000576102	0.000580347	0.000662421	0.000534111	0.000526597	0.000571057	0.000464939	0.000667008
PWY-6609: adenine and adenosine salvage III|g__Alistipes.s__Alistipes_indistinctus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.18628e-06	0	6.66139e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Alistipes.s__Alistipes_shahii	0	0	0	4.27128e-06	0	0	0	0	0	0	0	0	0	0	0	1.06293e-05	0	0	0	0	0	0	0	0	0	0	0	0	1.06714e-05	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.30315e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Clostridium.s__Clostridium_perfringens	0	0	0	0	0	0	0	0	0	7.38762e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Eggerthella.s__Eggerthella_lenta	0	4.79036e-06	0	8.17141e-06	1.4167e-05	8.73395e-06	0	1.26288e-05	0	0	3.41885e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.64552e-06	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Parabacteroides.s__Parabacteroides_distasonis	0	0	0	0	0	0	0	0	0	0	0	0	8.49773e-06	0	2.30822e-05	5.39776e-06	7.47633e-06	0	5.6041e-06	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Shewanella.s__Shewanella_algae	0	0	0	0	0	0	0	0	0	0	0	0	0	5.81998e-06	3.60961e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Vibrio.s__Vibrio_alginolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	2.91398e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Vibrio.s__Vibrio_antiquarius	0	0	0	0	0	0	0	0	0	0	0	0	0	1.47031e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|unclassified	0.000461327	0.000528312	0.000290466	0.000523405	0.000579142	0.000525397	0.000635724	0.000619073	0.000655566	0.000525072	0.000393077	0.000452636	0.0002787	0.000463793	0.000322341	0.000384128	0.000274347	0.000309614	0.000427466	0.000647944	0.000475932	0.000394621	0.000548499	0.000531481	0.000576102	0.000559677	0.000662421	0.000534111	0.00050883	0.000567457	0.00046079	0.000667008
PWY-6612: superpathway of tetrahydrofolate biosynthesis	0	1.21485e-05	0	0	0	9.88396e-06	0	0	0	2.31974e-05	0	0	0	2.73536e-05	1.64482e-05	8.53014e-06	9.95041e-06	0	0	0	1.48583e-05	0	2.74822e-05	3.39526e-05	0	0	0	1.52178e-05	0	0	0	0
PWY-6612: superpathway of tetrahydrofolate biosynthesis|unclassified	0	1.20916e-05	0	0	0	9.7803e-06	0	0	0	2.30753e-05	0	0	0	1.94007e-05	1.44131e-05	8.11669e-06	8.38558e-06	0	0	0	1.39419e-05	0	2.67722e-05	3.17024e-05	0	0	0	1.52178e-05	0	0	0	0
PWY-6628: superpathway of L-phenylalanine biosynthesis	1.44361e-05	0	1.72333e-05	3.59549e-05	2.42894e-05	3.04149e-05	0	1.9268e-05	0	6.941e-06	2.95871e-05	1.92166e-05	1.39015e-05	6.03332e-05	3.06061e-05	3.28213e-05	1.71062e-05	0	0	0	0	0	0	3.30901e-05	6.52776e-06	2.6619e-05	0	0	2.48844e-05	0	0	0
PWY-6628: superpathway of L-phenylalanine biosynthesis|g__Vibrio.s__Vibrio_alginolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	1.47867e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6628: superpathway of L-phenylalanine biosynthesis|unclassified	1.4164e-05	0	0	0	0	0	0	0	0	0	0	1.09757e-05	0	0	6.87267e-06	0	5.75676e-06	0	0	0	0	0	0	2.81492e-05	6.51146e-06	0	0	0	0	0	0	0
PWY-6630: superpathway of L-tyrosine biosynthesis	2.63783e-05	3.55084e-05	4.71051e-05	5.39476e-05	3.00753e-05	3.46723e-05	0	2.60296e-05	0	8.90911e-06	4.92749e-05	2.46521e-05	1.73595e-05	7.35724e-05	3.96094e-05	4.26604e-05	1.99213e-05	0	0	0	0	0	0	3.77011e-05	1.0282e-05	3.04115e-05	0	0	3.04149e-05	0	0	0
PWY-6630: superpathway of L-tyrosine biosynthesis|g__Vibrio.s__Vibrio_alginolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5104e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6630: superpathway of L-tyrosine biosynthesis|unclassified	2.54836e-05	0	0	0	0	0	0	2.54372e-05	0	0	1.20445e-05	1.52086e-05	0	0	9.50807e-06	0	8.19104e-06	0	0	0	0	0	0	3.11303e-05	1.02416e-05	0	0	0	1.07812e-05	0	0	0
PWY-6690: cinnamate and 3-hydroxycinnamate degradation to 2-hydroxypentadienoate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.58525e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6700: queuosine biosynthesis I (de novo)	0.000112384	0.000200209	0.000186924	0.000204215	0.000158612	0.00015968	0.000106169	0.000181691	0.000222358	0.00021912	0.000171257	0.000183872	0.000182867	0.000140973	0.000224928	0.000239055	0.000295498	0.000303302	0.000122283	7.60131e-05	0.000160444	0.000176773	0.000172083	0.000199491	0.000183493	0.000294418	8.77493e-05	0.000233145	0.000108397	0.000188519	0.000138961	0.00017673
PWY-6700: queuosine biosynthesis I (de novo)|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.41969e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6700: queuosine biosynthesis I (de novo)|g__Parabacteroides.s__Parabacteroides_distasonis	0	0	0	0	0	0	0	0	0	0	0	0	1.60153e-05	0	2.30955e-05	0	6.01147e-06	3.17956e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6700: queuosine biosynthesis I (de novo)|g__Parabacteroides.s__Parabacteroides_goldsteinii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1888e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6700: queuosine biosynthesis I (de novo)|g__Vibrio.s__Vibrio_alginolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	1.92228e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
