Label,id,Type,Superclass,Class,Gene
Phage-kilA,1830,MGE,Phage,kilA,Phage-kilA
Phage-L,1831,MGE,Phage,L,Phage-L
Phage-L1,1832,MGE,Phage,L1,Phage-L1
Phage-lamB,1833,MGE,Phage,lamB,Phage-lamB
Phage-lexA,1834,MGE,Phage,lexA,Phage-lexA
Phage-motA,1835,MGE,Phage,motA,Phage-motA
Phage-N,1836,MGE,Phage,N,Phage-N
Phage-NA:Keyword,1837,MGE,Phage,"NA:Keyword",Phage-NA:Keyword
Phage-ner,1838,MGE,Phage,ner,Phage-ner
Phage-Nu1,1839,MGE,Phage,Nu1,Phage-Nu1
Phage-nusA,1840,MGE,Phage,nusA,Phage-nusA
Phage-nusB,1841,MGE,Phage,nusB,Phage-nusB
Phage-nusG,1842,MGE,Phage,nusG,Phage-nusG
Phage-ogr,1843,MGE,Phage,ogr,Phage-ogr
Phage-ompA,1844,MGE,Phage,ompA,Phage-ompA
Phage-orf26,1845,MGE,Phage,orf26,Phage-orf26
Phage-orf82,1846,MGE,Phage,orf82,Phage-orf82
Phage-oweS,1847,MGE,Phage,oweS,Phage-oweS
Phage-P,1848,MGE,Phage,P,Phage-P
Phage-psu,1849,MGE,Phage,psu,Phage-psu
Phage-Q,1850,MGE,Phage,Q,Phage-Q
Phage-qmcA,1851,MGE,Phage,qmcA,Phage-qmcA
Phage-R,1852,MGE,Phage,R,Phage-R
Phage-rex,1853,MGE,Phage,rex,Phage-rex
Phage-rrrD,1854,MGE,Phage,rrrD,Phage-rrrD
Phage-Rz,1855,MGE,Phage,Rz,Phage-Rz
Phage-ssb,1856,MGE,Phage,ssb,Phage-ssb
Phage-ssb_1,1857,MGE,Phage,ssb_1,Phage-ssb_1
Phage-ssb_2,1858,MGE,Phage,ssb_2,Phage-ssb_2
Phage-sspA,1859,MGE,Phage,sspA,Phage-sspA
Phage-stf,1860,MGE,Phage,stf,Phage-stf
Phage-STY4635,1861,MGE,Phage,STY4635,Phage-STY4635
Phage-tadA,1862,MGE,Phage,tadA,Phage-tadA
Phage-thmL,1863,MGE,Phage,thmL,Phage-thmL
Phage-thyA,1864,MGE,Phage,thyA,Phage-thyA
Phage-tonB,1865,MGE,Phage,tonB,Phage-tonB
Phage-tsh,1866,MGE,Phage,tsh,Phage-tsh
Phage-U,1867,MGE,Phage,U,Phage-U
Phage-V,1868,MGE,Phage,V,Phage-V
Phage-W,1869,MGE,Phage,W,Phage-W
Phage-xlyA,1870,MGE,Phage,xlyA,Phage-xlyA
Phage-xtmA,1871,MGE,Phage,xtmA,Phage-xtmA
Phage-xtmB,1872,MGE,Phage,xtmB,Phage-xtmB
Phage-ymfM,1873,MGE,Phage,ymfM,Phage-ymfM
Phage-yonO,1874,MGE,Phage,yonO,Phage-yonO
pilT,1875,Virulence,Adherence,Adherence,pilT
pilT2,1876,Virulence,Adherence,Adherence,pilT2
Plasmid-copR,1877,MGE,Plasmid,copR,Plasmid-copR
Plasmid-cpxA,1878,MGE,Plasmid,cpxA,Plasmid-cpxA
Plasmid-finO,1879,MGE,Plasmid,finO,Plasmid-finO
Plasmid-ftsK,1880,MGE,Plasmid,ftsK,Plasmid-ftsK
Plasmid-gp26,1881,MGE,Plasmid,gp26,Plasmid-gp26
Plasmid-groEL,1882,MGE,Plasmid,groEL,Plasmid-groEL
Plasmid-groL,1883,MGE,Plasmid,groL,Plasmid-groL
Plasmid-mob,1884,MGE,Plasmid,mob,Plasmid-mob
Plasmid-mobA,1885,MGE,Plasmid,mobA,Plasmid-mobA
Plasmid-mobB,1886,MGE,Plasmid,mobB,Plasmid-mobB
Plasmid-mobC,1887,MGE,Plasmid,mobC,Plasmid-mobC
Plasmid-mobN1_2,1888,MGE,Plasmid,mobN1_2,Plasmid-mobN1_2
Plasmid-O17,1889,MGE,Plasmid,O17,Plasmid-O17
Plasmid-ompA,1890,MGE,Plasmid,ompA,Plasmid-ompA
Plasmid-orf20,1891,MGE,Plasmid,orf20,Plasmid-orf20
Plasmid-ORF5,1892,MGE,Plasmid,ORF5,Plasmid-ORF5
Plasmid-pilT,1893,MGE,Plasmid,pilT,Plasmid-pilT
Plasmid-pilT_1,1894,MGE,Plasmid,pilT_1,Plasmid-pilT_1
Plasmid-pilT_2,1895,MGE,Plasmid,pilT_2,Plasmid-pilT_2
Plasmid-psiB,1896,MGE,Plasmid,psiB,Plasmid-psiB
Plasmid-recD2,1897,MGE,Plasmid,recD2,Plasmid-recD2
Plasmid-traA,1898,MGE,Plasmid,traA,Plasmid-traA
Plasmid-traB,1899,MGE,Plasmid,traB,Plasmid-traB
Plasmid-traC,1900,MGE,Plasmid,traC,Plasmid-traC
Plasmid-traD,1901,MGE,Plasmid,traD,Plasmid-traD
Plasmid-traE,1902,MGE,Plasmid,traE,Plasmid-traE
Plasmid-traF,1903,MGE,Plasmid,traF,Plasmid-traF
Plasmid-traG,1904,MGE,Plasmid,traG,Plasmid-traG
Plasmid-traH,1905,MGE,Plasmid,traH,Plasmid-traH
Plasmid-traI,1906,MGE,Plasmid,traI,Plasmid-traI
Plasmid-traJ,1907,MGE,Plasmid,traJ,Plasmid-traJ
Plasmid-traK,1908,MGE,Plasmid,traK,Plasmid-traK
Plasmid-traL,1909,MGE,Plasmid,traL,Plasmid-traL
Plasmid-traM,1910,MGE,Plasmid,traM,Plasmid-traM
Plasmid-traN,1911,MGE,Plasmid,traN,Plasmid-traN
Plasmid-traO,1912,MGE,Plasmid,traO,Plasmid-traO
Plasmid-traP,1913,MGE,Plasmid,traP,Plasmid-traP
Plasmid-traQ,1914,MGE,Plasmid,traQ,Plasmid-traQ
Plasmid-traR,1915,MGE,Plasmid,traR,Plasmid-traR
Plasmid-traS,1916,MGE,Plasmid,traS,Plasmid-traS
Plasmid-traT,1917,MGE,Plasmid,traT,Plasmid-traT
Plasmid-traU,1918,MGE,Plasmid,traU,Plasmid-traU
Plasmid-traV,1919,MGE,Plasmid,traV,Plasmid-traV
Plasmid-traW,1920,MGE,Plasmid,traW,Plasmid-traW
Plasmid-traX,1921,MGE,Plasmid,traX,Plasmid-traX
Plasmid-trbB,1922,MGE,Plasmid,trbB,Plasmid-trbB
Plasmid-trbC,1923,MGE,Plasmid,trbC,Plasmid-trbC
Plasmid-trbF,1924,MGE,Plasmid,trbF,Plasmid-trbF
Plasmid-trbG,1925,MGE,Plasmid,trbG,Plasmid-trbG
Plasmid-trbI,1926,MGE,Plasmid,trbI,Plasmid-trbI
Plasmid-uvrD,1927,MGE,Plasmid,uvrD,Plasmid-uvrD
Plasmid-virB,1928,MGE,Plasmid,virB,Plasmid-virB
Plasmid-virB1,1929,MGE,Plasmid,virB1,Plasmid-virB1
Plasmid-virB10,1930,MGE,Plasmid,virB10,Plasmid-virB10
Plasmid-virB11,1931,MGE,Plasmid,virB11,Plasmid-virB11
Plasmid-virG,1932,MGE,Plasmid,virG,Plasmid-virG
PMRF,1933,ARG,peptide,peptide,PMRF
pseF,1934,Virulence,Immune modulation,Immune modulation,pseF
RAMA,1935,ARG,multidrug,multidrug,RAMA
rcsA,1936,Virulence,Regulation,Regulation,rcsA
rcsB,1937,Virulence,Regulation,Regulation,rcsB
"regulation,competence-abrB",1938,MGE,"regulation,competence",abrB,"regulation,competence-abrB"
"regulation,competence-dut",1939,MGE,"regulation,competence",dut,"regulation,competence-dut"
"regulation,competence-dut_2",1940,MGE,"regulation,competence",dut_2,"regulation,competence-dut_2"
"regulation,competence-korC",1941,MGE,"regulation,competence",korC,"regulation,competence-korC"
"regulation,competence-mazG",1942,MGE,"regulation,competence",mazG,"regulation,competence-mazG"
replication/recombination/repair-addA,1943,MGE,replication/recombination/repair,addA,replication/recombination/repair-addA
replication/recombination/repair-addB,1944,MGE,replication/recombination/repair,addB,replication/recombination/repair-addB
replication/recombination/repair-alkA,1945,MGE,replication/recombination/repair,alkA,replication/recombination/repair-alkA
replication/recombination/repair-bin3,1946,MGE,replication/recombination/repair,bin3,replication/recombination/repair-bin3
replication/recombination/repair-bin3_2,1947,MGE,replication/recombination/repair,bin3_2,replication/recombination/repair-bin3_2
replication/recombination/repair-clpB,1948,MGE,replication/recombination/repair,clpB,replication/recombination/repair-clpB
replication/recombination/repair-diaA,1949,MGE,replication/recombination/repair,diaA,replication/recombination/repair-diaA
replication/recombination/repair-dinB,1950,MGE,replication/recombination/repair,dinB,replication/recombination/repair-dinB
replication/recombination/repair-dinD,1951,MGE,replication/recombination/repair,dinD,replication/recombination/repair-dinD
replication/recombination/repair-dinG,1952,MGE,replication/recombination/repair,dinG,replication/recombination/repair-dinG
replication/recombination/repair-dinG_1,1953,MGE,replication/recombination/repair,dinG_1,replication/recombination/repair-dinG_1
replication/recombination/repair-dmdA_1,1954,MGE,replication/recombination/repair,dmdA_1,replication/recombination/repair-dmdA_1
replication/recombination/repair-dnaA,1955,MGE,replication/recombination/repair,dnaA,replication/recombination/repair-dnaA
replication/recombination/repair-dnaB,1956,MGE,replication/recombination/repair,dnaB,replication/recombination/repair-dnaB
replication/recombination/repair-DnaB,1957,MGE,replication/recombination/repair,DnaB,replication/recombination/repair-DnaB
replication/recombination/repair-dnaC_2,1958,MGE,replication/recombination/repair,dnaC_2,replication/recombination/repair-dnaC_2
replication/recombination/repair-dnaD,1959,MGE,replication/recombination/repair,dnaD,replication/recombination/repair-dnaD
replication/recombination/repair-dnaE,1960,MGE,replication/recombination/repair,dnaE,replication/recombination/repair-dnaE
replication/recombination/repair-dnaG,1961,MGE,replication/recombination/repair,dnaG,replication/recombination/repair-dnaG
replication/recombination/repair-dnaJ,1962,MGE,replication/recombination/repair,dnaJ,replication/recombination/repair-dnaJ
replication/recombination/repair-dnaN,1963,MGE,replication/recombination/repair,dnaN,replication/recombination/repair-dnaN
replication/recombination/repair-dnaQ,1964,MGE,replication/recombination/repair,dnaQ,replication/recombination/repair-dnaQ
replication/recombination/repair-dnaQ_2,1965,MGE,replication/recombination/repair,dnaQ_2,replication/recombination/repair-dnaQ_2
replication/recombination/repair-dnaT,1966,MGE,replication/recombination/repair,dnaT,replication/recombination/repair-dnaT
replication/recombination/repair-dnaX,1967,MGE,replication/recombination/repair,dnaX,replication/recombination/repair-dnaX
replication/recombination/repair-dpiA,1968,MGE,replication/recombination/repair,dpiA,replication/recombination/repair-dpiA
replication/recombination/repair-exoA_2,1969,MGE,replication/recombination/repair,exoA_2,replication/recombination/repair-exoA_2
replication/recombination/repair-Fi_ORF45,1970,MGE,replication/recombination/repair,Fi_ORF45,replication/recombination/repair-Fi_ORF45
replication/recombination/repair-fis,1971,MGE,replication/recombination/repair,fis,replication/recombination/repair-fis
replication/recombination/repair-ftsK,1972,MGE,replication/recombination/repair,ftsK,replication/recombination/repair-ftsK
replication/recombination/repair-ftsK_2,1973,MGE,replication/recombination/repair,ftsK_2,replication/recombination/repair-ftsK_2
replication/recombination/repair-ftsZ,1974,MGE,replication/recombination/repair,ftsZ,replication/recombination/repair-ftsZ
replication/recombination/repair-gyrA,1975,MGE,replication/recombination/repair,gyrA,replication/recombination/repair-gyrA
replication/recombination/repair-gyrB,1976,MGE,replication/recombination/repair,gyrB,replication/recombination/repair-gyrB
replication/recombination/repair-hda,1977,MGE,replication/recombination/repair,hda,replication/recombination/repair-hda
replication/recombination/repair-holA,1978,MGE,replication/recombination/repair,holA,replication/recombination/repair-holA
replication/recombination/repair-holB,1979,MGE,replication/recombination/repair,holB,replication/recombination/repair-holB
replication/recombination/repair-holE_2,1980,MGE,replication/recombination/repair,holE_2,replication/recombination/repair-holE_2
replication/recombination/repair-hsdR,1981,MGE,replication/recombination/repair,hsdR,replication/recombination/repair-hsdR
replication/recombination/repair-hup,1982,MGE,replication/recombination/repair,hup,replication/recombination/repair-hup
replication/recombination/repair-immR_3,1983,MGE,replication/recombination/repair,immR_3,replication/recombination/repair-immR_3
replication/recombination/repair-impA,1984,MGE,replication/recombination/repair,impA,replication/recombination/repair-impA
replication/recombination/repair-impB,1985,MGE,replication/recombination/repair,impB,replication/recombination/repair-impB
replication/recombination/repair-ku,1986,MGE,replication/recombination/repair,ku,replication/recombination/repair-ku
replication/recombination/repair-L,1987,MGE,replication/recombination/repair,L,replication/recombination/repair-L
replication/recombination/repair-ligA,1988,MGE,replication/recombination/repair,ligA,replication/recombination/repair-ligA
replication/recombination/repair-ligD,1989,MGE,replication/recombination/repair,ligD,replication/recombination/repair-ligD
replication/recombination/repair-moaC,1990,MGE,replication/recombination/repair,moaC,replication/recombination/repair-moaC
replication/recombination/repair-mug,1991,MGE,replication/recombination/repair,mug,replication/recombination/repair-mug
replication/recombination/repair-mukB,1992,MGE,replication/recombination/repair,mukB,replication/recombination/repair-mukB
replication/recombination/repair-mukF,1993,MGE,replication/recombination/repair,mukF,replication/recombination/repair-mukF
replication/recombination/repair-mutH,1994,MGE,replication/recombination/repair,mutH,replication/recombination/repair-mutH
replication/recombination/repair-mutL,1995,MGE,replication/recombination/repair,mutL,replication/recombination/repair-mutL
replication/recombination/repair-mutS,1996,MGE,replication/recombination/repair,mutS,replication/recombination/repair-mutS
replication/recombination/repair-mutS_2,1997,MGE,replication/recombination/repair,mutS_2,replication/recombination/repair-mutS_2
replication/recombination/repair-mutS2,1998,MGE,replication/recombination/repair,mutS2,replication/recombination/repair-mutS2
replication/recombination/repair-mutT,1999,MGE,replication/recombination/repair,mutT,replication/recombination/repair-mutT
replication/recombination/repair-mutY,2000,MGE,replication/recombination/repair,mutY,replication/recombination/repair-mutY
replication/recombination/repair-NA,2001,MGE,replication/recombination/repair,"NA",replication/recombination/repair-NA
replication/recombination/repair-NA:Keyword,2002,MGE,replication/recombination/repair,"NA:Keyword",replication/recombination/repair-NA:Keyword
replication/recombination/repair-nei,2003,MGE,replication/recombination/repair,nei,replication/recombination/repair-nei
replication/recombination/repair-nfi,2004,MGE,replication/recombination/repair,nfi,replication/recombination/repair-nfi
replication/recombination/repair-nfo,2005,MGE,replication/recombination/repair,nfo,replication/recombination/repair-nfo
replication/recombination/repair-nth,2006,MGE,replication/recombination/repair,nth,replication/recombination/repair-nth
replication/recombination/repair-ogt,2007,MGE,replication/recombination/repair,ogt,replication/recombination/repair-ogt
replication/recombination/repair-ORF7,2008,MGE,replication/recombination/repair,ORF7,replication/recombination/repair-ORF7
replication/recombination/repair-P,2009,MGE,replication/recombination/repair,P,replication/recombination/repair-P
replication/recombination/repair-parA,2010,MGE,replication/recombination/repair,parA,replication/recombination/repair-parA
replication/recombination/repair-parB,2011,MGE,replication/recombination/repair,parB,replication/recombination/repair-parB
replication/recombination/repair-parC,2012,MGE,replication/recombination/repair,parC,replication/recombination/repair-parC
replication/recombination/repair-parE,2013,MGE,replication/recombination/repair,parE,replication/recombination/repair-parE
replication/recombination/repair-parM,2014,MGE,replication/recombination/repair,parM,replication/recombination/repair-parM
replication/recombination/repair-pcrA,2015,MGE,replication/recombination/repair,pcrA,replication/recombination/repair-pcrA
replication/recombination/repair-pcrA_2,2016,MGE,replication/recombination/repair,pcrA_2,replication/recombination/repair-pcrA_2
replication/recombination/repair-polA,2017,MGE,replication/recombination/repair,polA,replication/recombination/repair-polA
replication/recombination/repair-PolA,2018,MGE,replication/recombination/repair,PolA,replication/recombination/repair-PolA
replication/recombination/repair-polA_2,2019,MGE,replication/recombination/repair,polA_2,replication/recombination/repair-polA_2
replication/recombination/repair-polB,2020,MGE,replication/recombination/repair,polB,replication/recombination/repair-polB
replication/recombination/repair-polC,2021,MGE,replication/recombination/repair,polC,replication/recombination/repair-polC
replication/recombination/repair-polC_1,2022,MGE,replication/recombination/repair,polC_1,replication/recombination/repair-polC_1
replication/recombination/repair-priA,2023,MGE,replication/recombination/repair,priA,replication/recombination/repair-priA
replication/recombination/repair-priB,2024,MGE,replication/recombination/repair,priB,replication/recombination/repair-priB
replication/recombination/repair-priC,2025,MGE,replication/recombination/repair,priC,replication/recombination/repair-priC
replication/recombination/repair-PSLT051,2026,MGE,replication/recombination/repair,PSLT051,replication/recombination/repair-PSLT051
replication/recombination/repair-radA,2027,MGE,replication/recombination/repair,radA,replication/recombination/repair-radA
replication/recombination/repair-radC,2028,MGE,replication/recombination/repair,radC,replication/recombination/repair-radC
replication/recombination/repair-rarA,2029,MGE,replication/recombination/repair,rarA,replication/recombination/repair-rarA
replication/recombination/repair-rdgB,2030,MGE,replication/recombination/repair,rdgB,replication/recombination/repair-rdgB
replication/recombination/repair-rdgC,2031,MGE,replication/recombination/repair,rdgC,replication/recombination/repair-rdgC
replication/recombination/repair-recA,2032,MGE,replication/recombination/repair,recA,replication/recombination/repair-recA
replication/recombination/repair-recB,2033,MGE,replication/recombination/repair,recB,replication/recombination/repair-recB
replication/recombination/repair-recC,2034,MGE,replication/recombination/repair,recC,replication/recombination/repair-recC
replication/recombination/repair-recD,2035,MGE,replication/recombination/repair,recD,replication/recombination/repair-recD
replication/recombination/repair-recE_1,2036,MGE,replication/recombination/repair,recE_1,replication/recombination/repair-recE_1
replication/recombination/repair-recF,2037,MGE,replication/recombination/repair,recF,replication/recombination/repair-recF
replication/recombination/repair-recG,2038,MGE,replication/recombination/repair,recG,replication/recombination/repair-recG
replication/recombination/repair-recJ,2039,MGE,replication/recombination/repair,recJ,replication/recombination/repair-recJ
replication/recombination/repair-recN,2040,MGE,replication/recombination/repair,recN,replication/recombination/repair-recN
replication/recombination/repair-recQ,2041,MGE,replication/recombination/repair,recQ,replication/recombination/repair-recQ
replication/recombination/repair-recR,2042,MGE,replication/recombination/repair,recR,replication/recombination/repair-recR
replication/recombination/repair-recT,2043,MGE,replication/recombination/repair,recT,replication/recombination/repair-recT
replication/recombination/repair-recT_2,2044,MGE,replication/recombination/repair,recT_2,replication/recombination/repair-recT_2
replication/recombination/repair-recU,2045,MGE,replication/recombination/repair,recU,replication/recombination/repair-recU
replication/recombination/repair-recX,2046,MGE,replication/recombination/repair,recX,replication/recombination/repair-recX
replication/recombination/repair-rep,2047,MGE,replication/recombination/repair,rep,replication/recombination/repair-rep
replication/recombination/repair-repA,2048,MGE,replication/recombination/repair,repA,replication/recombination/repair-repA
replication/recombination/repair-repA2,2049,MGE,replication/recombination/repair,repA2,replication/recombination/repair-repA2
replication/recombination/repair-repC,2050,MGE,replication/recombination/repair,repC,replication/recombination/repair-repC
replication/recombination/repair-repS,2051,MGE,replication/recombination/repair,repS,replication/recombination/repair-repS
replication/recombination/repair-res,2052,MGE,replication/recombination/repair,res,replication/recombination/repair-res
replication/recombination/repair-rha,2053,MGE,replication/recombination/repair,rha,replication/recombination/repair-rha
replication/recombination/repair-rmuC,2054,MGE,replication/recombination/repair,rmuC,replication/recombination/repair-rmuC
replication/recombination/repair-rna,2055,MGE,replication/recombination/repair,rna,replication/recombination/repair-rna
replication/recombination/repair-rnhA,2056,MGE,replication/recombination/repair,rnhA,replication/recombination/repair-rnhA
replication/recombination/repair-rnhB,2057,MGE,replication/recombination/repair,rnhB,replication/recombination/repair-rnhB
replication/recombination/repair-rnj,2058,MGE,replication/recombination/repair,rnj,replication/recombination/repair-rnj
replication/recombination/repair-rnr,2059,MGE,replication/recombination/repair,rnr,replication/recombination/repair-rnr
replication/recombination/repair-rph,2060,MGE,replication/recombination/repair,rph,replication/recombination/repair-rph
replication/recombination/repair-rutA,2061,MGE,replication/recombination/repair,rutA,replication/recombination/repair-rutA
replication/recombination/repair-rutB,2062,MGE,replication/recombination/repair,rutB,replication/recombination/repair-rutB
replication/recombination/repair-ruvA,2063,MGE,replication/recombination/repair,ruvA,replication/recombination/repair-ruvA
replication/recombination/repair-ruvB,2064,MGE,replication/recombination/repair,ruvB,replication/recombination/repair-ruvB
replication/recombination/repair-ruvC,2065,MGE,replication/recombination/repair,ruvC,replication/recombination/repair-ruvC
replication/recombination/repair-s071,2066,MGE,replication/recombination/repair,s071,replication/recombination/repair-s071
replication/recombination/repair-sbcB,2067,MGE,replication/recombination/repair,sbcB,replication/recombination/repair-sbcB
replication/recombination/repair-sbcC,2068,MGE,replication/recombination/repair,sbcC,replication/recombination/repair-sbcC
replication/recombination/repair-sbcD,2069,MGE,replication/recombination/repair,sbcD,replication/recombination/repair-sbcD
replication/recombination/repair-sbmC,2070,MGE,replication/recombination/repair,sbmC,replication/recombination/repair-sbmC
replication/recombination/repair-seqA,2071,MGE,replication/recombination/repair,seqA,replication/recombination/repair-seqA
replication/recombination/repair-smc,2072,MGE,replication/recombination/repair,smc,replication/recombination/repair-smc
replication/recombination/repair-soj_1,2073,MGE,replication/recombination/repair,soj_1,replication/recombination/repair-soj_1
replication/recombination/repair-soj_2,2074,MGE,replication/recombination/repair,soj_2,replication/recombination/repair-soj_2
replication/recombination/repair-sopA,2075,MGE,replication/recombination/repair,sopA,replication/recombination/repair-sopA
replication/recombination/repair-sopB,2076,MGE,replication/recombination/repair,sopB,replication/recombination/repair-sopB
replication/recombination/repair-ssb,2077,MGE,replication/recombination/repair,ssb,replication/recombination/repair-ssb
replication/recombination/repair-ssb_3,2078,MGE,replication/recombination/repair,ssb_3,replication/recombination/repair-ssb_3
replication/recombination/repair-tag,2079,MGE,replication/recombination/repair,tag,replication/recombination/repair-tag
replication/recombination/repair-topA,2080,MGE,replication/recombination/repair,topA,replication/recombination/repair-topA
replication/recombination/repair-topB,2081,MGE,replication/recombination/repair,topB,replication/recombination/repair-topB
replication/recombination/repair-topB_1,2082,MGE,replication/recombination/repair,topB_1,replication/recombination/repair-topB_1
replication/recombination/repair-topB_2,2083,MGE,replication/recombination/repair,topB_2,replication/recombination/repair-topB_2
replication/recombination/repair-tus,2084,MGE,replication/recombination/repair,tus,replication/recombination/repair-tus
replication/recombination/repair-umuC,2085,MGE,replication/recombination/repair,umuC,replication/recombination/repair-umuC
replication/recombination/repair-ung,2086,MGE,replication/recombination/repair,ung,replication/recombination/repair-ung
replication/recombination/repair-uvp1,2087,MGE,replication/recombination/repair,uvp1,replication/recombination/repair-uvp1
replication/recombination/repair-uvrA,2088,MGE,replication/recombination/repair,uvrA,replication/recombination/repair-uvrA
replication/recombination/repair-uvrA_1,2089,MGE,replication/recombination/repair,uvrA_1,replication/recombination/repair-uvrA_1
replication/recombination/repair-uvrB,2090,MGE,replication/recombination/repair,uvrB,replication/recombination/repair-uvrB
replication/recombination/repair-uvrC,2091,MGE,replication/recombination/repair,uvrC,replication/recombination/repair-uvrC
replication/recombination/repair-uvsE,2092,MGE,replication/recombination/repair,uvsE,replication/recombination/repair-uvsE
replication/recombination/repair-vsr,2093,MGE,replication/recombination/repair,vsr,replication/recombination/repair-vsr
replication/recombination/repair-xerC,2094,MGE,replication/recombination/repair,xerC,replication/recombination/repair-xerC
replication/recombination/repair-xerC_2,2095,MGE,replication/recombination/repair,xerC_2,replication/recombination/repair-xerC_2
replication/recombination/repair-xerC_4,2096,MGE,replication/recombination/repair,xerC_4,replication/recombination/repair-xerC_4
replication/recombination/repair-xerD,2097,MGE,replication/recombination/repair,xerD,replication/recombination/repair-xerD
replication/recombination/repair-xerD_1,2098,MGE,replication/recombination/repair,xerD_1,replication/recombination/repair-xerD_1
replication/recombination/repair-xerD_2,2099,MGE,replication/recombination/repair,xerD_2,replication/recombination/repair-xerD_2
replication/recombination/repair-xerD_7,2100,MGE,replication/recombination/repair,xerD_7,replication/recombination/repair-xerD_7
replication/recombination/repair-xni,2101,MGE,replication/recombination/repair,xni,replication/recombination/repair-xni
replication/recombination/repair-xseA,2102,MGE,replication/recombination/repair,xseA,replication/recombination/repair-xseA
replication/recombination/repair-xseB,2103,MGE,replication/recombination/repair,xseB,replication/recombination/repair-xseB
replication/recombination/repair-yfhA,2104,MGE,replication/recombination/repair,yfhA,replication/recombination/repair-yfhA
replication/recombination/repair-yorK,2105,MGE,replication/recombination/repair,yorK,replication/recombination/repair-yorK
rfbA,2106,Virulence,Immune modulation,Immune modulation,rfbA
rfbD,2107,Virulence,Immune modulation,Immune modulation,rfbD
RPOB2,2108,ARG,multidrug,multidrug,RPOB2
RPSD_(RAMA_OR_SUD2),2109,ARG,unclassified,unclassified,RPSD_(RAMA_OR_SUD2)
SALA,2110,ARG,MLS,MLS,SALA
SHV,2111,ARG,beta-lactam,beta-lactam,SHV
sigA/rpoV,2112,Virulence,Regulation,Regulation,sigA/rpoV
stability/transfer/defense-50,2113,MGE,stability/transfer/defense,50,stability/transfer/defense-50
stability/transfer/defense-76,2114,MGE,stability/transfer/defense,76,stability/transfer/defense-76
stability/transfer/defense-ardA,2115,MGE,stability/transfer/defense,ardA,stability/transfer/defense-ardA
stability/transfer/defense-cbtA,2116,MGE,stability/transfer/defense,cbtA,stability/transfer/defense-cbtA
stability/transfer/defense-ccdB,2117,MGE,stability/transfer/defense,ccdB,stability/transfer/defense-ccdB
stability/transfer/defense-CP21_136,2118,MGE,stability/transfer/defense,CP21_136,stability/transfer/defense-CP21_136
stability/transfer/defense-dam,2119,MGE,stability/transfer/defense,dam,stability/transfer/defense-dam
stability/transfer/defense-dam_1,2120,MGE,stability/transfer/defense,dam_1,stability/transfer/defense-dam_1
stability/transfer/defense-dam_2,2121,MGE,stability/transfer/defense,dam_2,stability/transfer/defense-dam_2
stability/transfer/defense-dcm,2122,MGE,stability/transfer/defense,dcm,stability/transfer/defense-dcm
stability/transfer/defense-dnaA,2123,MGE,stability/transfer/defense,dnaA,stability/transfer/defense-dnaA
stability/transfer/defense-dpnA,2124,MGE,stability/transfer/defense,dpnA,stability/transfer/defense-dpnA
stability/transfer/defense-dpnA_3,2125,MGE,stability/transfer/defense,dpnA_3,stability/transfer/defense-dpnA_3
stability/transfer/defense-dpnM_2,2126,MGE,stability/transfer/defense,dpnM_2,stability/transfer/defense-dpnM_2
stability/transfer/defense-ecnB,2127,MGE,stability/transfer/defense,ecnB,stability/transfer/defense-ecnB
stability/transfer/defense-ecoRIIM,2128,MGE,stability/transfer/defense,ecoRIIM,stability/transfer/defense-ecoRIIM
stability/transfer/defense-ecoRIIR,2129,MGE,stability/transfer/defense,ecoRIIR,stability/transfer/defense-ecoRIIR
stability/transfer/defense-ecoRIM,2130,MGE,stability/transfer/defense,ecoRIM,stability/transfer/defense-ecoRIM
stability/transfer/defense-haeIIIM,2131,MGE,stability/transfer/defense,haeIIIM,stability/transfer/defense-haeIIIM
stability/transfer/defense-hhaIM,2132,MGE,stability/transfer/defense,hhaIM,stability/transfer/defense-hhaIM
stability/transfer/defense-hhaIM_2,2133,MGE,stability/transfer/defense,hhaIM_2,stability/transfer/defense-hhaIM_2
stability/transfer/defense-higA,2134,MGE,stability/transfer/defense,higA,stability/transfer/defense-higA
stability/transfer/defense-higA_3,2135,MGE,stability/transfer/defense,higA_3,stability/transfer/defense-higA_3
stability/transfer/defense-hipB,2136,MGE,stability/transfer/defense,hipB,stability/transfer/defense-hipB
stability/transfer/defense-hpaIIM,2137,MGE,stability/transfer/defense,hpaIIM,stability/transfer/defense-hpaIIM
stability/transfer/defense-hsdM,2138,MGE,stability/transfer/defense,hsdM,stability/transfer/defense-hsdM
stability/transfer/defense-hsdM_1,2139,MGE,stability/transfer/defense,hsdM_1,stability/transfer/defense-hsdM_1
stability/transfer/defense-hsdM_2,2140,MGE,stability/transfer/defense,hsdM_2,stability/transfer/defense-hsdM_2
stability/transfer/defense-hsdR,2141,MGE,stability/transfer/defense,hsdR,stability/transfer/defense-hsdR
stability/transfer/defense-hsdR_1,2142,MGE,stability/transfer/defense,hsdR_1,stability/transfer/defense-hsdR_1
stability/transfer/defense-hsdS,2143,MGE,stability/transfer/defense,hsdS,stability/transfer/defense-hsdS
stability/transfer/defense-hsdS1,2144,MGE,stability/transfer/defense,hsdS1,stability/transfer/defense-hsdS1
stability/transfer/defense-immR_1,2145,MGE,stability/transfer/defense,immR_1,stability/transfer/defense-immR_1
